,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
abstinence,0.0,0.0,0.0,0.0,0.0,0.0014190695533345293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002551174469070008,0.0
abstract,0.0,0.0,0.0,0.0,0.0,0.0012728388788955949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000987575247663858,0.0014148960019137401,0.0,0.0
abstractedly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032532679821413958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
abstraction,0.0032111778750093644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
abstruse,0.0028039432398590234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0073749323835953055,0.0,0.0,0.0,0.0,0.0,0.0,0.0
absurd,0.0039058952201081096,0.0,0.0,0.0045654857742560995,0.0,0.0,0.0,0.0,0.0,0.005136643412787789,0.00484868759659777,0.0,0.0,0.017638012954435466,0.004394769841803712,0.0,0.0
absurdest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001260943394906534,0.0,0.0,0.0
absurdity,0.002515005667990467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025479707861258416,0.0,0.0,0.0,0.0,0.005925451485983148,0.0,0.0,0.0
abundance,0.0,0.003400064882271289,0.0,0.0,0.0,0.0023188271116784034,0.0,0.0,0.0,0.006025495056846032,0.0,0.0,0.0,0.0,0.0,0.0020843701817153727,0.0
abundant,0.0,0.0041615250481531404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0073749323835953055,0.0,0.0,0.0,0.0,0.0,0.0,0.0
abundantly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008741815419813575,0.0,0.0073749323835953055,0.0,0.0,0.0,0.0,0.0,0.0,0.0
abuse,0.0,0.0,0.0,0.0,0.0,0.0023188271116784034,0.0,0.0,0.0,0.0,0.0,0.0021423051542901667,0.014925424829075919,0.010794844329829623,0.0,0.0,0.0
abyss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029216978767295813,0.0
accede,0.0,0.0,0.0,0.00750690230064871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accent,0.0,0.0,0.0,0.0,0.0,0.0,0.006381078218538061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accept,0.0017005363976897855,0.02019106439440753,0.0,0.011926241173529287,0.0,0.0034425510359761533,0.0,0.0,0.0,0.0,0.0,0.0,0.0036930694005419514,0.011351835299313702,0.002870071643364414,0.0,0.005454783375765389
acceptable,0.0022908882756713426,0.003400064882271289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008995703608191352,0.001288811672805634,0.0,0.0
acceptably,0.0,0.009531859968462505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
acceptance,0.0,0.0,0.0,0.0,0.0,0.0016251701132853076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
acceptation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008446041047921503,0.0,0.0,0.0,0.0,0.0,0.0,0.0
access,0.0,0.05242522982654379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accessible,0.0,0.004765929984231252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accident,0.0,0.0,0.0,0.03577872352058786,0.0,0.0008606377589940383,0.01351685417563214,0.0,0.0034456519261201707,0.0044727513633391015,0.0,0.0,0.0036930694005419514,0.0013355100352133765,0.0009566905477881379,0.0,0.0
accidental,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006089347451808452,0.001101033279877949,0.0,0.0,0.0
accidentally,0.0,0.0,0.0,0.0,0.0,0.0011594135558392017,0.0,0.0,0.0,0.006025495056846032,0.0,0.0,0.004975141609691973,0.003598281443276541,0.0,0.0,0.0
acclaim,0.0,0.004765929984231252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
acclamation,0.002515005667990467,0.0,0.0,0.0,0.0,0.0012728388788955949,0.0,0.0,0.0,0.006614968691991494,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accommodate,0.0022908882756713426,0.0,0.0,0.0,0.0,0.0023188271116784034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001288811672805634,0.0020843701817153727,0.0
accommodation,0.002515005667990467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006614968691991494,0.0,0.0,0.005461859262326422,0.0,0.0,0.0,0.0
accompaniment,0.0,0.0,0.0,0.0,0.0,0.0016251701132853076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accompany,0.006378864274609782,0.0023668278194972025,0.0,0.011184099595803548,0.0,0.004842493928696935,0.019013598809877994,0.0,0.0,0.02516653620549615,0.0,0.004473856481502559,0.0,0.0043834154950352176,0.0,0.0043528686978339445,0.0
accomplish,0.0,0.0,0.017551692348108376,0.0,0.0,0.001841015289011764,0.0,0.0,0.0018426735901102872,0.0,0.0045157152179037445,0.005102601038576992,0.0,0.0007142071004211821,0.0020464846062409423,0.0,0.0
accomplished,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001260943394906534,0.0,0.0,0.0
accomplishment,0.0,0.0,0.0,0.0,0.0,0.0,0.005571843675532698,0.0,0.0,0.022124797150785917,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accord,0.00749494968525289,0.0,0.007232605615790719,0.0,0.0,0.002275906605581218,0.0,0.002336690193934339,0.0,0.0512543693965492,0.003721622575938347,0.0,0.006510738465536399,0.0017658393901488019,0.0025299126310157852,0.0,0.009616572041823123
accordance,0.0,0.011198078764371497,0.0,0.0,0.0,0.0012728388788955949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003950300990655432,0.0,0.0,0.0
accordingly,0.0021077710328401265,0.0,0.0,0.0049274228434393755,0.0,0.00320021495683445,0.012565344260740192,0.0,0.0,0.0,0.010466151995871635,0.0,0.0,0.0,0.0,0.0,0.0
account,0.007987240779057546,0.0059272067449820005,0.0,0.009336050277184883,0.0,0.010779533663962376,0.007935905475387974,0.0,0.0013486554209274498,0.014005362124711703,0.0,0.001244866985384901,0.028909931552549305,0.009931854655937626,0.0029956499869151906,0.0048448067621775295,0.0
accumulate,0.0,0.0028985038931741646,0.0,0.0,0.0,0.0019767650452328575,0.0,0.0,0.0,0.005136643412787789,0.0,0.0018262827460895723,0.004241232983516449,0.0007668701284537159,0.0,0.0,0.0
accumulation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005244168490343981,0.0,0.002202066559755898,0.0,0.0,0.0
accuracy,0.0,0.0,0.0,0.0,0.0,0.0011594135558392017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008995703608191352,0.001288811672805634,0.0020843701817153727,0.0
accurate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006973742382700688,0.0,0.0,0.0,0.0
accurately,0.0,0.0,0.0,0.006554893181719097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012178694903616904,0.0,0.0,0.0,0.0
accurse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037828301847196016,0.0,0.0,0.0
accursed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002521886789813068,0.0,0.0,0.0
accusation,0.0,0.0,0.0,0.00750690230064871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accusatory,0.0028039432398590234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002551174469070008,0.0
accuse,0.0021077710328401265,0.0,0.0,0.0,0.0,0.0,0.0,0.003285684434404708,0.0,0.005543860027665298,0.0,0.0,0.004577464331434187,0.0,0.0011857932748509392,0.0,0.0
accuser,0.0,0.0,0.0,0.0,0.0,0.0016251701132853076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accusing,0.0,0.004765929984231252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accusingly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001806549700707009,0.0,0.0
accustom,0.0,0.0,0.0,0.0,0.0,0.0025456777577911897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001975150495327716,0.0028297920038274802,0.0,0.0
accustomed,0.0,0.0,0.007694482870526571,0.0037280331986011828,0.0,0.0024212469643484676,0.0,0.0024859122183713213,0.0,0.00838884540183205,0.0,0.0,0.0034632584893177078,0.0006262022135764597,0.0008971579740123652,0.0029019124652226295,0.0
ace,0.0032111778750093644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ache,0.0,0.0,0.0,0.0,0.0,0.0019767650452328575,0.0,0.006088678004950258,0.003957091246818514,0.0,0.0,0.0,0.0,0.017638012954435466,0.006592154762705568,0.003553788116232834,0.0
ached,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006961500010894973,0.0,0.0,0.001101033279877949,0.0,0.0,0.0
achieve,0.0017005363976897855,0.002523883049300941,0.0,0.007950827449019525,0.0,0.0008606377589940383,0.0,0.0,0.0,0.0,0.0,0.0,0.011079208201625853,0.0006677550176066883,0.0019133810955762759,0.001547237112306377,0.0
achievement,0.0,0.0,0.0,0.0,0.0,0.0012728388788955949,0.0,0.0,0.0,0.006614968691991494,0.0,0.0,0.0,0.0,0.0014148960019137401,0.0,0.0
aching,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032532679821413958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
acid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006614968691991494,0.0,0.0,0.005461859262326422,0.0,0.0014148960019137401,0.0,0.0
acknowledge,0.009764738050270274,0.0,0.0,0.036523886194048796,0.0,0.0,0.0,0.006088678004950258,0.0,0.0,0.0,0.0,0.004241232983516449,0.0007668701284537159,0.0,0.0,0.006264438780337664
acknowledgement,0.0,0.004765929984231252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
acme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001260943394906534,0.0,0.0,0.0
acorn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032532679821413958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
acquaint,0.0,0.005398911717366157,0.0,0.004251961624089265,0.0,0.0,0.003614287041299458,0.0,0.0,0.004783896336061486,0.0,0.0,0.0,0.0014284142008423643,0.0010232423031204712,0.0016548699785214648,0.0
acquaintance,0.003993620389528773,0.003951471163321334,0.0,0.003112016759061628,0.0,0.001347441707995297,0.0052906036502586495,0.002075142594768299,0.0,0.003501340531177926,0.0,0.001244866985384901,0.00578198631050986,0.012545500618026473,0.0014978249934575953,0.0012112016905443824,0.0
acquiescence,0.0,0.0,0.0,0.0,0.0,0.0014190695533345293,0.0,0.008741815419813575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
acquire,0.0,0.003128287985379054,0.0,0.0,0.0,0.0010667383189448168,0.0,0.0,0.0,0.022175440110661193,0.0,0.0019710645847160102,0.0,0.0008276651326352732,0.0,0.0,0.0
acquit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008446041047921503,0.0,0.0,0.0,0.0,0.0,0.0,0.0
acre,0.002515005667990467,0.007465385842914331,0.0,0.0,0.0,0.0012728388788955949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
acrossthe,0.0,0.004765929984231252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
act,0.006656033982547955,0.003951471163321334,0.0,0.0,0.006079433748216094,0.014148137933950618,0.0026453018251293248,0.0,0.0013486554209274498,0.003501340531177926,0.019830350336630026,0.006224334926924505,0.00578198631050986,0.011500042233190934,0.0,0.0048448067621775295,0.0
acting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001260943394906534,0.0,0.0,0.0
action,0.004234796477463686,0.010475254613024832,0.0,0.003299952505159652,0.0,0.006429663760995933,0.0028050524982940962,0.002200461158902628,0.0,0.0,0.0035046519849766603,0.003960134772780087,0.0,0.009423048751674153,0.00158827915211534,0.0025686931417237837,0.0
active,0.0051016091930693565,0.005047766098601882,0.0,0.0,0.0,0.0034425510359761533,0.0,0.0,0.0,0.0,0.0,0.0015902424961170415,0.011079208201625853,0.002003265052820065,0.0019133810955762759,0.001547237112306377,0.0
activity,0.0022908882756713426,0.0,0.0,0.0,0.0,0.0011594135558392017,0.0,0.0,0.0023209158034831552,0.0,0.0,0.0,0.0,0.004497851804095676,0.0,0.0,0.0
actor,0.0,0.0,0.0,0.0,0.0,0.003250340226570615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
actual,0.0,0.0041615250481531404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003303099839633847,0.0,0.0,0.0
actually,0.0,0.010095532197203765,0.0,0.0,0.0,0.002581913276982115,0.00675842708781607,0.0026508695133262068,0.0017228259630600853,0.0,0.004222012765008732,0.0,0.0,0.01535836540495383,0.0047834527389406896,0.0,0.0
actuate,0.0,0.0,0.0,0.00750690230064871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
acute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00990929951890154,0.001577446973644208,0.0,0.0
acutely,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005043773579626136,0.0,0.0,0.0
ada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001806549700707009,0.0,0.0
adam,0.0,0.0,0.0,0.0,0.0,0.0012728388788955949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014148960019137401,0.0,0.04840406048237751
adamant,0.0,0.0,0.0,0.0,0.0,0.0014190695533345293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002551174469070008,0.0
adapt,0.0051016091930693565,0.0,0.0,0.0,0.0,0.0017212755179880767,0.0,0.0,0.013782607704480683,0.008945502726678203,0.0,0.0,0.0,0.0006677550176066883,0.0038267621911525517,0.001547237112306377,0.005454783375765389
adaptation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001806549700707009,0.0,0.0
adapted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003613099401414018,0.0,0.0
add,0.005308860273636399,0.017334338413849758,0.010246070818620927,0.0024821481059729466,0.009697926542061888,0.010747210385904113,0.006329687231778983,0.011585952653888463,0.012908269168863782,0.008378019568040662,0.005272236659771733,0.007943258585517643,0.002305859428231528,0.01709410533084615,0.014933336476113454,0.0038642233829646717,0.0
addition,0.0019529476100540548,0.011594015572696658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005136643412787789,0.00484868759659777,0.0036525654921791446,0.0,0.0038343506422685793,0.0,0.0,0.0
additional,0.0,0.012484575144459421,0.0,0.0,0.0,0.0014190695533345293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
address,0.007973580343262227,0.007100483458491609,0.0,0.0,0.0,0.00807082321449489,0.0,0.0,0.0,0.0167776908036641,0.0,0.004473856481502559,0.017316292446588537,0.01565505533941149,0.0026914739220370958,0.0072547811630565735,0.0
adept,0.0,0.0,0.0,0.0,0.0,0.0,0.006381078218538061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adequate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032532679821413958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adeste,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001806549700707009,0.0,0.0
adherence,0.0,0.0,0.0,0.00750690230064871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adieu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010300443855846275
adjacent,0.0,0.0041615250481531404,0.0,0.0,0.0,0.0014190695533345293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adjoin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0073749323835953055,0.0,0.0,0.0,0.0,0.001577446973644208,0.0,0.0
adjoining,0.0,0.003400064882271289,0.0,0.0,0.0,0.004637654223356807,0.0,0.0,0.0,0.006025495056846032,0.0,0.0,0.0,0.0,0.0,0.0020843701817153727,0.0
adjourn,0.0,0.0,0.0,0.0,0.0,0.0016251701132853076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adjure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006973742382700688,0.0,0.0,0.0,0.0
adjust,0.006323313098520379,0.0,0.0,0.0049274228434393755,0.0,0.00320021495683445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023715865497018784,0.0038355210399319004,0.0
adjustment,0.002515005667990467,0.0,0.0,0.0,0.0,0.0012728388788955949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002288283927625523,0.0
administer,0.0028039432398590234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002551174469070008,0.0
administrator,0.0,0.0,0.0,0.0,0.0,0.0014190695533345293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002551174469070008,0.0
admirable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006973742382700688,0.0,0.0,0.0,0.0
admirably,0.0,0.0,0.0,0.0,0.0,0.0014190695533345293,0.0,0.0,0.0,0.0073749323835953055,0.0,0.0,0.0,0.0,0.0,0.0,0.0
admiral,0.0,0.0,0.0,0.0,0.04399498980033067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
