,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
feasting,0.0,0.0,0.0,0.0,0.010462163754742062,0.0023188271116784034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002577623345611268,0.0,0.007348445642706832
feat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0073749323835953055,0.0,0.0,0.0,0.0,0.001577446973644208,0.0,0.0
feather,0.0013312067965095908,0.0,0.0,0.0,0.006079433748216094,0.0006737208539976485,0.0,0.0,0.0026973108418548997,0.003501340531177926,0.013220233557753352,0.001244866985384901,0.00578198631050986,0.0036591043469243884,0.005991299973830381,0.0036336050716331467,0.004270090727355934
featherhead,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001260943394906534,0.0,0.0,0.0
feathery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008446041047921503,0.0,0.0,0.0,0.0,0.0,0.0,0.0
feature,0.004234796477463686,0.0,0.006810944718525966,0.013199810020638608,0.0,0.008572885014661245,0.0,0.0,0.0028602023571548184,0.0037127876717352897,0.0,0.001320044924260029,0.006131162422119841,0.0027714849269629862,0.00079413957605767,0.0038530397125856753,0.0
february,0.0,0.0,0.0,0.0,0.0,0.0012728388788955949,0.0,0.003920499355483208,0.0,0.0,0.006244139230862901,0.0,0.0,0.0,0.0,0.0,0.0
fed,0.0,0.0,0.0,0.0,0.0,0.0012728388788955949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001975150495327716,0.0014148960019137401,0.0,0.0
federal,0.0,0.009531859968462505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fedosey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037828301847196016,0.0,0.0,0.0
fedosyevna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002521886789813068,0.0,0.0,0.0
fee,0.0,0.05719115981077503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
feeble,0.0,0.0,0.0,0.0,0.0,0.0019767650452328575,0.0038807913922941904,0.0,0.001978545623409257,0.0,0.0,0.0018262827460895723,0.008482465967032898,0.0,0.0,0.001776894058116417,0.0
feebleness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032532679821413958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
feebly,0.0,0.0,0.0,0.0,0.0,0.0023188271116784034,0.0,0.0,0.0,0.006025495056846032,0.0,0.0,0.0,0.0,0.002577623345611268,0.0020843701817153727,0.0
feed,0.0,0.0,0.0,0.0,0.0,0.002581913276982115,0.0,0.0,0.013782607704480683,0.0044727513633391015,0.0,0.012721939968936332,0.0,0.002671020070426753,0.014350358216822068,0.001547237112306377,0.027273916878826944
feedeth,0.0,0.0,0.0,0.0,0.0,0.0016251701132853076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
feeding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008446041047921503,0.0,0.0,0.0,0.0,0.0,0.0,0.0
feel,0.015717257555337406,0.023327063142725875,0.0,0.03411838671552404,0.04101628527131877,0.03465876101708632,0.022308914526801574,0.061251848156766715,0.025022280670084125,0.023622591841051824,0.03344749445933506,0.010498473524030168,0.01219046510788945,0.08816779063570127,0.03600055044665052,0.017364752500095913,0.0
feelin,0.0,0.008323050096306281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006961500010894973,0.0,0.0,0.0,0.0,0.0,0.0
feeling,0.0037703262091054717,0.011191600982400466,0.0,0.02644213892378739,0.0,0.008904718035174024,0.002497395803674889,0.003918231453946099,0.003819745282181108,0.0528891369097245,0.0,0.0023505261712671826,0.005458699726284366,0.03602564462840592,0.004949271331603613,0.0022869602180247174,0.0
feelingless,0.0,0.0,0.0,0.0,0.0,0.0016251701132853076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
feels,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001260943394906534,0.0,0.0,0.0
feign,0.004581776551342685,0.0,0.0,0.0,0.0,0.0011594135558392017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008995703608191352,0.0,0.0020843701817153727,0.0
feint,0.0,0.0,0.0,0.0,0.0,0.0014190695533345293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002551174469070008,0.0
fekla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005043773579626136,0.0,0.0,0.0
felicity,0.0,0.0,0.0,0.0,0.0,0.0025456777577911897,0.0,0.0,0.0,0.019844906075974483,0.0,0.0,0.0,0.0,0.0014148960019137401,0.0,0.0
fell,0.0,0.003400064882271289,0.0,0.0,0.0,0.0,0.004552328723598966,0.0,0.0,0.0,0.0,0.0,0.0,0.0008995703608191352,0.001288811672805634,0.0,0.0
feller,0.0,0.003128287985379054,0.0,0.0,0.0,0.004266953275779267,0.0,0.0,0.004270796749185927,0.0,0.0052330759979358175,0.0,0.0,0.0,0.004743173099403757,0.0,0.0
fellow,0.012741264656727357,0.0015758489467136143,0.015369106227931393,0.00744644431791884,0.014546889813092831,0.014508734020970552,0.00843958297570531,0.0132410887473011,0.006454134584431891,0.030719405082815752,0.007908354989657602,0.010921980555086757,0.10837539312688181,0.023764975703859284,0.01314133609897984,0.012558725994635183,0.0
fellowman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029216978767295813,0.0
fellows,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003613099401414018,0.0,0.0
fellowship,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008446041047921503,0.0,0.0,0.0,0.0,0.0,0.0,0.0
felt,0.0,0.0,0.0,0.0,0.0,0.0012728388788955949,0.0,0.0,0.0,0.0,0.0,0.0023518866733149785,0.0,0.000987575247663858,0.0,0.0,0.0
female,0.0,0.0,0.0,0.0,0.0,0.0012728388788955949,0.0,0.0,0.0,0.013229937383982988,0.0,0.0,0.0,0.000987575247663858,0.0,0.0,0.0
feminine,0.0,0.003400064882271289,0.0,0.010711007073761809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017991407216382705,0.001288811672805634,0.0,0.0
fen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006973742382700688,0.0,0.0,0.0,0.0
fence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021353983745929636,0.0,0.0052330759979358175,0.0,0.0,0.003310660530541093,0.0035573798245528174,0.0,0.006761063394747488
fennel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003613099401414018,0.0,0.0
fer,0.0,0.003400064882271289,0.0,0.0,0.0,0.004637654223356807,0.0,0.0,0.011604579017415776,0.0,0.0,0.0,0.0,0.0,0.002577623345611268,0.0,0.0
ferfitchkin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03530641505738295,0.0,0.0,0.0
fergit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001806549700707009,0.0,0.0
ferment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001260943394906534,0.0,0.0,0.0
fern,0.0,0.0,0.0,0.0,0.0,0.01600107478417225,0.0,0.003285684434404708,0.0,0.0,0.0052330759979358175,0.0,0.004577464331434187,0.0,0.009486346198807514,0.0,0.0
fernell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001806549700707009,0.0,0.0
ferocious,0.0,0.0,0.0,0.0,0.0,0.0011594135558392017,0.0,0.0,0.0,0.0,0.0,0.0021423051542901667,0.004975141609691973,0.0,0.0,0.004168740363430745,0.0
ferociously,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001260943394906534,0.0,0.0,0.0
ferocity,0.0028039432398590234,0.0,0.0,0.006554893181719097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ferret,0.0,0.0,0.0,0.0,0.0,0.0010667383189448168,0.008376896173826795,0.0,0.0021353983745929636,0.005543860027665298,0.0,0.0,0.0,0.0,0.0,0.0019177605199659502,0.0
ferry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005005722630985288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fervency,0.0032111778750093644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fervent,0.002515005667990467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000987575247663858,0.0014148960019137401,0.0,0.0
fervently,0.0,0.0,0.0,0.0,0.0,0.0012728388788955949,0.004997682629918759,0.0,0.0,0.0,0.0,0.0,0.0,0.001975150495327716,0.0,0.0,0.0
fervor,0.0,0.0,0.0,0.0,0.0,0.0016251701132853076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fervour,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003920499355483208,0.0,0.006614968691991494,0.0,0.0,0.0,0.0,0.0,0.002288283927625523,0.0
festival,0.003401072795379571,0.0,0.0,0.0,0.0,0.0008606377589940383,0.0,0.0,0.0034456519261201707,0.02236375681669551,0.004222012765008732,0.0,0.0,0.0006677550176066883,0.005740143286728828,0.0,0.010909566751530778
festive,0.0,0.0,0.0,0.0,0.0,0.001841015289011764,0.003614287041299458,0.0,0.0018426735901102872,0.019135585344245944,0.0045157152179037445,0.0,0.0,0.0007142071004211821,0.0,0.0016548699785214648,0.0
festivity,0.0,0.0,0.0,0.003975413724509763,0.0,0.002581913276982115,0.010137640631724105,0.0,0.0,0.02236375681669551,0.004222012765008732,0.0,0.0,0.002671020070426753,0.0009566905477881379,0.001547237112306377,0.0
festoon,0.0,0.0,0.0,0.0,0.0,0.0012728388788955949,0.004997682629918759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014148960019137401,0.0,0.0
fetch,0.0,0.0,0.0,0.003112016759061628,0.006079433748216094,0.00471604597798354,0.007935905475387974,0.008300570379073197,0.0013486554209274498,0.0,0.013220233557753352,0.0037346009561547025,0.0,0.0031363751545066183,0.005242387477101583,0.0036336050716331467,0.004270090727355934
fetchin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032532679821413958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fetter,0.0,0.0,0.0,0.0,0.0,0.0014190695533345293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002551174469070008,0.0
feud,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001260943394906534,0.0,0.0,0.0
feudal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008446041047921503,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fever,0.0,0.0,0.0,0.0,0.0,0.005333691594724084,0.0,0.0,0.0,0.005543860027665298,0.0,0.0019710645847160102,0.0,0.010759646724258552,0.0035573798245528174,0.0,0.0
fevere,0.0,0.0,0.0,0.0,0.0,0.0016251701132853076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
feverish,0.0,0.0,0.0,0.006554893181719097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013212399358535389,0.0,0.0,0.0
feverishly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001260943394906534,0.0,0.0,0.0
feverishness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001260943394906534,0.0,0.0,0.0
fevronya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001260943394906534,0.0,0.0,0.0
few,0.0,0.0,0.012134867398672592,0.0,0.0,0.0012728388788955949,0.0,0.0,0.0,0.0,0.0,0.0023518866733149785,0.0,0.0,0.0,0.0,0.0
fezziwig,0.0,0.0,0.0,0.0,0.0,0.012728388788955948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02405323203253358,0.04347739462488494,0.0
fezziwigs,0.0,0.0,0.0,0.0,0.0,0.0014190695533345293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002551174469070008,0.0
fib,0.0,0.0,0.0,0.02351772784947595,0.0,0.0012728388788955949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000987575247663858,0.0,0.0,0.0
fickett,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005419649102121027,0.0,0.0
fickle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003613099401414018,0.0,0.0
fickleness,0.0032111778750093644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fiction,0.0,0.0041615250481531404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012178694903616904,0.0,0.0,0.0,0.0
fictitious,0.002515005667990467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005461859262326422,0.0,0.0,0.002288283927625523,0.0
fiddle,0.004215542065680253,0.0,0.0,0.0,0.0,0.0021334766378896335,0.0,0.0,0.0,0.005543860027665298,0.0,0.0,0.004577464331434187,0.0,0.004743173099403757,0.0,0.0
fiddler,0.0,0.0,0.0,0.0,0.0,0.0011594135558392017,0.0,0.0,0.0,0.006025495056846032,0.0,0.0,0.0,0.0,0.005155246691222536,0.00833748072686149,0.0
fideles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001806549700707009,0.0,0.0
fidelity,0.0032111778750093644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fidget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004370907709906787,0.0,0.0,0.0,0.0,0.0,0.001101033279877949,0.0,0.0,0.0
fido,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032748503535045,0.0,0.0
field,0.0023749628670042093,0.008812114417095453,0.005729581414998349,0.0,0.0,0.003605890568992265,0.0047193971839486065,0.005553291891878461,0.009624369567477786,0.0062466280731796565,0.0,0.008883707241881741,0.01031545423370189,0.001398876295643624,0.013361104938991283,0.003241298474855225,0.015236260726432182
fielding,0.04174531237512174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fields,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010300443855846275
fiendish,0.002515005667990467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005461859262326422,0.000987575247663858,0.0,0.0,0.0
fierce,0.0,0.0,0.0,0.0,0.0,0.003953530090465715,0.007761582784588381,0.0,0.001978545623409257,0.005136643412787789,0.0,0.009131413730447862,0.0,0.0,0.002197384920901856,0.0,0.0
fiercely,0.0,0.0028985038931741646,0.0,0.0045654857742560995,0.0,0.0009883825226164288,0.0,0.0,0.003957091246818514,0.0,0.0,0.0036525654921791446,0.0,0.0,0.0,0.001776894058116417,0.0
fiercer,0.0028039432398590234,0.0,0.0,0.0,0.0,0.0014190695533345293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fiery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006088678004950258,0.0,0.005136643412787789,0.0,0.0018262827460895723,0.0,0.0038343506422685793,0.002197384920901856,0.001776894058116417,0.0
fifth,0.0,0.0,0.009422945079680963,0.0,0.008918836382289342,0.003953530090465715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002197384920901856,0.001776894058116417,0.006264438780337664
fiftieth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032532679821413958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fig,0.0,0.0,0.0,0.0,0.0,0.0011594135558392017,0.0,0.0,0.0023209158034831552,0.0,0.0,0.0,0.0,0.0,0.002577623345611268,0.0020843701817153727,0.0
fight,0.0014989899370505778,0.002224754082496733,0.0,0.0,0.0,0.006827719816743654,0.0029787113668043965,0.01869352155147471,0.0015186377577245142,0.0,0.0,0.00981237597543702,0.0,0.011183649470942412,0.0033732168413543808,0.0013638595826171449,0.0
fighting,0.0,0.0,0.0,0.0,0.0,0.0023188271116784034,0.0,0.0,0.0,0.0,0.0,0.0021423051542901667,0.0,0.002698711082457406,0.001288811672805634,0.0,0.0
figure,0.021374665803037884,0.007049691533676362,0.005729581414998349,0.00277602407967157,0.0,0.019832398129457456,0.0023596985919743033,0.0018510972972928205,0.012030461959347233,0.01873988421953897,0.0029482237353271497,0.0,0.0283674991426802,0.005129213084026622,0.006680552469495641,0.008643462599613934,0.0
figures,0.0,0.0,0.0,0.0,0.0,0.0048755103398559225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
filbert,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006614968691991494,0.0,0.0,0.0,0.0,0.0014148960019137401,0.002288283927625523,0.0
file,0.0,0.008695511679522493,0.0,0.0,0.0,0.0029651475678492863,0.0,0.0,0.0,0.0,0.00484868759659777,0.0,0.008482465967032898,0.0,0.003296077381352784,0.001776894058116417,0.0
filer,0.0,0.0,0.0,0.0,0.0,0.024377551699279614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
filial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008446041047921503,0.0,0.0,0.0,0.0,0.0,0.0,0.0
filip,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001260943394906534,0.0,0.0,0.0
fill,0.010617720547272797,0.029941129987558674,0.010246070818620927,0.0,0.009697926542061888,0.012896652463084936,0.004219791487852655,0.008275680467063187,0.016135336461079727,0.019548712325428208,0.013180591649429333,0.030780127018880863,0.004611718856463056,0.004169293983133207,0.019712004148469763,0.004830279228705839,0.0034058292200312913
filler,0.0032111778750093644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
filling,0.0032111778750093644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
film,0.0,0.0,0.0,0.0,0.0,0.0028381391066690585,0.0,0.0,0.0,0.0073749323835953055,0.0,0.0,0.0,0.0,0.0,0.0,0.0
filmy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001806549700707009,0.0,0.0
filth,0.0,0.0,0.0,0.0,0.0,0.0012728388788955949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002962725742991574,0.0,0.002288283927625523,0.0
filthiness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001260943394906534,0.0,0.0,0.0
filthy,0.0,0.0,0.0,0.0,0.0,0.0014190695533345293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005505166399389744,0.0,0.0,0.0
fin,0.0,0.0,0.0,0.0,0.0,0.0016251701132853076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
final,0.0,0.007465385842914331,0.0,0.0,0.0,0.0012728388788955949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003950300990655432,0.0,0.0,0.0
finale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001260943394906534,0.0,0.0,0.0
finally,0.0014989899370505778,0.022247540824967334,0.007232605615790719,0.0,0.006845675694742402,0.003793177675968697,0.008936134100413188,0.0,0.0015186377577245142,0.0,0.0,0.018222983954383036,0.0,0.012360875731041615,0.010962954734401738,0.0,0.0
financial,0.0,0.009531859968462505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
find,0.02611346895744309,0.04471937959580562,0.053306475892975186,0.06809035820067115,0.08256221370033118,0.045747587214389304,0.03592472319519721,0.0626258495129651,0.07122701369311718,0.05283358014818187,0.022442298768446185,0.0685632670032574,0.03926135304301833,0.033522883980941054,0.05480857435250228,0.02467322540646261,0.025773463469189597
findeth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032532679821413958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
findin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001806549700707009,0.0,0.0
finding,0.0,0.0,0.0,0.0,0.0,0.0016251701132853076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fine,0.0010617720547272797,0.007879244733568071,0.0,0.004964296211945893,0.004848963271030944,0.010209849866608908,0.006329687231778983,0.0016551360934126374,0.01075689097405315,0.019548712325428208,0.005272236659771733,0.0019858146463794107,0.006917578284694584,0.010006305559519698,0.013738669558024379,0.004830279228705839,0.010217487660093874
finely,0.0,0.0,0.015493888623290996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
finer,0.0,0.0,0.0,0.0,0.0,0.0016251701132853076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
finery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025338123143764508,0.0,0.0,0.0,0.0,0.0,0.0,0.0
finger,0.008981290031621375,0.0049986563877269736,0.0,0.002624491285809542,0.010254071317829693,0.01306805743267189,0.0022308914526801573,0.0035001056089580982,0.01137376394094733,0.008858471940394434,0.008361873614833764,0.00314954205720905,0.0048761860431557795,0.007935101157213114,0.013263360690871242,0.008171648235339253,0.0
finish,0.008312370034514733,0.0,0.005729581414998349,0.0,0.010846120559392304,0.012019635229974217,0.01415819155184582,0.005553291891878461,0.016842646743086127,0.0031233140365898283,0.008844671205981449,0.006662780431411305,0.01031545423370189,0.025646065420133108,0.012693049692041719,0.0021608656499034836,0.0
fir,0.0,0.0,0.0,0.0,0.008918836382289342,0.0019767650452328575,0.0038807913922941904,0.0,0.09694873554705359,0.005136643412787789,0.0,0.0,0.0,0.0,0.03845423611578249,0.0,0.0
fire,0.03291493369654567,0.020486036307276988,0.0,0.01489288863583768,0.009697926542061888,0.0381525968699596,0.006329687231778983,0.03806813014849066,0.025816538337727565,0.03630475146150953,0.005272236659771733,0.008936165908707348,0.04381132913639903,0.012090952551086302,0.04599467634642944,0.03381195460094087,0.010217487660093874
firebox,0.006422355750018729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
firebreathe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030029063337709597,0.0,0.0,0.0,0.0,0.0
firefly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001806549700707009,0.0,0.0
fireless,0.0,0.0,0.0,0.0,0.0,0.003250340226570615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
firelight,0.0,0.0,0.0,0.0,0.0,0.0012728388788955949,0.0,0.011761498066449624,0.0,0.0,0.0,0.0,0.0,0.0,0.0028297920038274802,0.0,0.0
fireman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002521886789813068,0.0,0.0,0.0
fireplace,0.0,0.004190101845209932,0.0,0.003299952505159652,0.0,0.0028576283382204153,0.0,0.002200461158902628,0.005720404714309637,0.02598951370214703,0.0070093039699533205,0.018480628939640406,0.0030655812110599204,0.0,0.011117954064807381,0.0038530397125856753,0.0
fireside,0.011717685660324327,0.0,0.0,0.0,0.0,0.0,0.0038807913922941904,0.003044339002475129,0.0,0.015409930238363368,0.0,0.0,0.016964931934065796,0.0,0.0,0.001776894058116417,0.0
firewood,0.0,0.0,0.0,0.0,0.0,0.0016251701132853076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
firing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001806549700707009,0.0,0.0
firm,0.004496969811151733,0.0,0.0,0.0,0.0,0.005310448746356175,0.005957422733608793,0.004673380387868678,0.0030372755154490284,0.0,0.003721622575938347,0.0028035359929820054,0.0,0.0023544525201984025,0.0025299126310157852,0.0027277191652342898,0.0
firmament,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008446041047921503,0.0,0.0,0.0,0.0,0.0,0.0,0.0
firmly,0.0018188334609715695,0.0026994558586830785,0.0,0.0,0.0,0.000920507644505882,0.0,0.0028352760799811288,0.0,0.0,0.0,0.0017008670128589975,0.0,0.003571035502105911,0.00818593842496377,0.0,0.0
firmness,0.0,0.0,0.0,0.0,0.0,0.0014190695533345293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001101033279877949,0.0,0.0,0.0
fish,0.005858842830162163,0.0,0.0,0.0,0.0,0.008895442703547859,0.0,0.0,0.0,0.0,0.0,0.0,0.008482465967032898,0.0038343506422685793,0.0076908472231564965,0.00533068217434925,0.0
fishing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0073749323835953055,0.0,0.0,0.006089347451808452,0.0,0.0,0.0,0.0
fishwife,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001260943394906534,0.0,0.0,0.0
fist,0.0,0.0,0.0,0.0,0.0,0.007467168232613716,0.0,0.0,0.0021353983745929636,0.0,0.0,0.0019710645847160102,0.0,0.004138325663176366,0.0023715865497018784,0.0,0.0
fiste,0.0,0.0,0.0,0.0,0.0,0.0014190695533345293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002551174469070008,0.0
fisted,0.0,0.0,0.0,0.00750690230064871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fit,0.008312370034514733,0.007049691533676362,0.0,0.00277602407967157,0.0,0.00781276289948324,0.0023596985919743033,0.003702194594585641,0.0024060923918694465,0.0062466280731796565,0.0029482237353271497,0.007773243836646523,0.005157727116850945,0.005129213084026622,0.0033402762347478207,0.0021608656499034836,0.0
